date,model,median_score,os_score,db_score,kg_score,web_score,code_score
2023-07-30,Llama-70B,94.68,94.42,93.32,87.42,94.83,86.89
2023-07-30,Gemini-34B,88.5,82.17,85.56,84.09,95.04,96.3
2023-07-30,Gemini-34B-Pro,89.57,90.23,89.68,94.97,87.49,85.04
2023-07-30,PaLM-7B-XL,91.23,97.21,89.37,85.42,94.48,98.26
2023-07-30,Bloom-7B,92.65,86.59,99.47,91.75,94.8,102.01
2023-07-30,Gemini-7B-Ultra,76.29,82.34,75.78,80.94,82.35,71.35
2023-07-30,Claude-70B,91.62,96.13,88.87,90.81,89.66,88.58
2023-07-30,Gemini-70B,70.39,65.04,66.53,69.23,74.5,69.07
2023-07-30,PaLM-7B-Max,91.32,93.75,83.9,95.31,83.6,86.2
2023-07-30,Gemini-70B,91.64,94.53,91.37,82.75,88.31,98.54
2023-07-30,Claude-13B,89.13,85.42,96.73,83.15,88.74,89.91
2023-07-30,Gemini-13B,75.63,79.21,82.3,72.26,82.21,68.64
2023-08-29,Bloom-34B-Elite,103.62,110.99,99.27,96.18,98.26,99.35
2023-08-29,Grok-13B-Elite,90.64,94.51,82.92,98.61,84.88,95.9
2023-08-29,Llama-34B,71.87,66.18,76.17,66.15,78.25,77.57
2023-08-29,Grok-34B,88.05,85.17,87.16,95.65,87.86,90.32
2023-08-29,Falcon-70B,95.45,87.09,94.33,103.96,97.39,98.86
2023-08-29,Falcon-70B,72.34,71.28,65.55,78.81,69.2,73.9
2023-08-29,PaLM-175B-Ultra,80.57,71.87,72.48,85.06,80.79,87.58
2023-08-29,Gemini-34B,84.8,77.88,82.71,84.7,87.88,82.72
2023-08-29,Llama-70B,85.35,87.45,81.85,81.29,78.64,79.22
2023-08-29,Gemini-34B,81.97,75.4,80.58,75.13,79.67,85.12
2023-08-29,Gemini-34B-Pro,83.25,85.53,90.61,87.12,76.36,75.18
2023-08-29,PaLM-7B-XL,85.34,85.72,77.63,82.15,89.74,88.84
2023-08-29,Bloom-7B,84.56,81.74,90.14,89.88,90.54,81.9
2023-08-29,Gemini-7B-Ultra,92.43,95.4,95.36,90.94,85.67,86.43
2023-08-29,Claude-70B,72.79,71.16,65.71,74.96,73.71,79.59
2023-08-29,Gemini-70B,85.79,85.75,77.96,83.81,77.84,79.77
2023-08-29,PaLM-7B-Max,71.14,68.94,77.18,72.44,75.74,69.74
2023-08-29,Gemini-70B,81.4,82.34,82.39,80.68,77.78,73.88
2023-08-29,Claude-13B,80.68,82.36,75.9,80.04,79.65,83.61
2023-08-29,Gemini-13B,77.22,76.79,78.01,77.97,83.08,71.23
2023-09-28,Bloom-34B-Elite,109.18,118.69,101.7,108.81,116.24,105.14
2023-09-28,Grok-13B-Elite,85.0,85.88,85.4,93.29,83.69,86.58
2023-09-28,Llama-34B,114.65,122.69,113.55,116.08,124.42,118.76
2023-09-28,Grok-34B,105.01,101.0,101.73,99.37,115.09,100.95
2023-09-28,Falcon-70B,78.99,83.04,73.74,81.87,83.37,73.02
2023-09-28,Falcon-70B,96.49,94.32,87.72,102.28,104.18,88.43
2023-09-28,PaLM-175B-Ultra,97.81,89.48,88.66,92.2,93.94,94.23
2023-09-28,Gemini-34B,96.85,105.51,99.54,88.89,102.87,98.61
2023-09-28,Llama-70B,102.19,96.67,106.8,103.51,102.8,97.26
2023-09-28,Gemini-34B,96.31,98.6,87.31,87.24,96.36,102.92
2023-09-28,Gemini-34B-Pro,78.68,75.35,71.74,83.66,75.87,77.73
2023-09-28,PaLM-7B-XL,113.45,104.08,116.47,116.39,118.56,124.64
2023-09-28,Bloom-7B,107.36,103.12,99.2,98.26,104.36,106.22
2023-09-28,Gemini-7B-Ultra,94.94,91.85,86.21,101.78,101.9,93.84
2023-09-28,Claude-70B,112.57,114.46,108.15,117.49,107.83,118.19
2023-09-28,Gemini-70B,85.12,83.17,77.61,80.66,90.71,84.5
2023-09-28,PaLM-7B-Max,95.82,86.82,95.15,99.5,92.58,96.59
2023-09-28,Gemini-70B,116.3,107.76,110.9,113.54,113.4,124.4
2023-09-28,Claude-13B,78.79,83.33,77.33,71.54,74.46,81.87
2023-09-28,Gemini-13B,96.13,105.15,87.34,89.98,89.87,97.92
2023-10-28,Bloom-34B-Elite,91.54,90.06,94.32,98.56,88.2,95.31
2023-10-28,Grok-13B-Elite,86.61,81.32,93.74,86.72,89.63,91.75
2023-10-28,Llama-34B,102.09,93.55,94.56,92.77,108.89,111.79
2023-10-28,Grok-34B,91.56,90.64,93.37,100.05,86.1,96.29
2023-10-28,Falcon-70B,93.47,88.65,95.62,94.92,98.39,84.29
2023-10-28,Falcon-70B,98.7,95.48,105.34,97.43,90.46,91.05
2023-10-28,PaLM-175B-Ultra,97.81,107.36,88.58,96.36,101.85,103.94
2023-10-28,Gemini-34B,93.49,96.86,88.64,87.79,84.66,102.25
2023-10-28,Llama-70B,111.45,111.04,116.77,119.57,121.31,118.16
2023-10-28,Gemini-34B,103.56,105.44,97.5,97.28,93.38,110.1
2023-10-28,Gemini-34B-Pro,121.49,127.54,124.36,119.83,110.43,109.1
2023-10-28,PaLM-7B-XL,101.8,111.45,95.68,95.77,91.99,106.15
2023-10-28,Bloom-7B,119.06,114.57,123.9,116.22,128.34,121.93
2023-10-28,Gemini-7B-Ultra,112.93,117.25,105.62,123.84,102.92,107.58
2023-10-28,Claude-70B,114.72,115.17,115.23,122.15,119.09,125.28
2023-10-28,Gemini-70B,114.93,109.95,121.71,110.6,126.15,120.54
2023-10-28,PaLM-7B-Max,108.64,106.38,101.67,106.55,97.57,112.91
2023-10-28,Gemini-70B,119.96,109.23,120.43,112.48,126.08,111.68
2023-10-28,Claude-13B,121.03,115.51,130.55,115.3,124.66,130.99
2023-10-28,Gemini-13B,84.96,85.86,80.83,86.34,81.82,78.39
2023-11-27,Bloom-34B-Elite,126.31,130.14,122.0,137.27,130.45,119.43
2023-11-27,Grok-13B-Elite,109.78,105.04,105.04,100.26,110.08,114.55
2023-11-27,Llama-34B,121.39,118.44,115.63,115.05,116.34,123.94
2023-11-27,Grok-34B,94.1,95.82,95.77,85.39,103.25,97.41
2023-11-27,Falcon-70B,117.81,119.65,126.71,110.97,120.4,116.23
2023-11-27,Falcon-70B,90.31,89.66,99.13,84.51,93.41,82.86
2023-11-27,PaLM-175B-Ultra,125.11,119.48,124.34,129.24,118.4,117.71
2023-11-27,Gemini-34B,130.34,124.02,123.72,136.04,132.83,142.22
2023-11-27,Llama-70B,129.84,141.32,131.23,135.53,135.64,126.52
2023-11-27,Gemini-34B,134.17,129.15,130.79,142.24,132.27,140.03
2023-11-27,Gemini-34B-Pro,112.61,122.06,102.52,111.78,101.86,101.66
2023-11-27,PaLM-7B-XL,113.02,117.25,107.46,103.17,106.31,120.29
2023-11-27,Bloom-7B,122.02,117.08,117.4,119.15,118.7,117.61
2023-11-27,Gemini-7B-Ultra,132.65,128.95,132.68,133.64,132.92,137.19
2023-11-27,Claude-70B,129.74,128.46,132.84,120.95,134.56,120.9
2023-11-27,Gemini-70B,92.2,92.94,85.6,84.3,88.3,87.72
2023-11-27,PaLM-7B-Max,92.39,86.92,101.4,91.88,92.01,96.32
2023-11-27,Gemini-70B,96.32,103.46,98.35,98.4,88.5,99.82
2023-11-27,Claude-13B,101.39,95.28,101.4,107.3,93.96,103.44
2023-11-27,Gemini-13B,122.8,131.93,130.66,119.32,129.3,131.41
2023-12-27,Bloom-34B-Elite,137.56,134.44,145.89,125.68,148.37,149.32
2023-12-27,Grok-13B-Elite,98.59,96.24,103.64,93.38,95.33,95.92
2023-12-27,Llama-34B,119.18,124.79,107.79,118.23,107.69,120.67
2023-12-27,Grok-34B,99.65,105.99,104.71,93.18,103.76,93.42
2023-12-27,Falcon-70B,105.66,114.51,111.97,114.41,106.8,105.3
2023-12-27,Falcon-70B,129.54,124.39,122.66,139.4,129.27,138.64
2023-12-27,PaLM-175B-Ultra,127.0,132.31,121.09,122.82,121.44,119.38
2023-12-27,Gemini-34B,125.42,132.71,132.05,115.39,129.91,112.68
2023-12-27,Llama-70B,108.81,97.99,112.78,117.1,105.17,103.51
2023-12-27,Gemini-34B,124.44,133.66,136.31,112.43,121.13,120.49
2023-12-27,Gemini-34B-Pro,128.03,135.41,116.42,130.2,131.35,130.63
2023-12-27,PaLM-7B-XL,143.2,149.92,140.28,154.76,155.68,133.89
2023-12-27,Bloom-7B,144.42,147.55,132.49,149.29,141.73,150.11
2023-12-27,Gemini-7B-Ultra,126.39,129.59,129.18,124.82,130.47,114.41
2023-12-27,Claude-70B,134.95,144.5,143.15,134.92,132.42,128.36
2023-12-27,Gemini-70B,141.98,138.65,129.22,129.96,144.45,152.6
2023-12-27,PaLM-7B-Max,139.16,132.82,147.71,152.75,137.93,152.29
2023-12-27,Gemini-70B,135.01,123.05,127.11,127.99,124.11,147.66
2023-12-27,Claude-13B,132.38,126.76,139.68,124.78,122.19,136.34
2023-12-27,Gemini-13B,99.6,92.29,96.45,95.24,100.68,101.36
2024-01-26,Bloom-34B-Elite,124.54,118.4,124.2,119.3,132.51,123.19
2024-01-26,Grok-13B-Elite,136.9,144.9,147.02,145.25,150.17,128.98
2024-01-26,Llama-34B,123.34,123.78,132.16,120.86,119.89,113.98
2024-01-26,Grok-34B,110.78,111.36,114.13,107.19,114.47,103.25
2024-01-26,Falcon-70B,112.34,119.39,106.97,109.63,118.67,113.5
2024-01-26,Falcon-70B,140.49,145.59,132.85,133.31,134.11,148.14
2024-01-26,PaLM-175B-Ultra,104.59,95.8,103.83,98.77,112.01,108.98
2024-01-26,Gemini-34B,104.05,105.81,114.18,111.56,97.26,105.38
2024-01-26,Llama-70B,144.78,133.72,130.27,155.46,134.93,136.97
2024-01-26,Gemini-34B,101.02,103.38,96.39,106.55,98.58,106.72
2024-01-26,Gemini-34B-Pro,111.57,122.06,109.1,118.35,105.54,121.83
2024-01-26,PaLM-7B-XL,132.12,135.18,137.28,143.71,141.85,126.83
2024-01-26,Bloom-7B,147.76,162.98,141.9,145.96,141.2,160.4
2024-01-26,Gemini-7B-Ultra,108.98,99.34,100.26,100.79,119.23,101.96
2024-01-26,Claude-70B,123.69,130.35,125.14,122.15,133.77,117.48
2024-01-26,Gemini-70B,108.05,106.01,115.38,108.45,102.52,110.1
2024-01-26,PaLM-7B-Max,121.55,117.81,127.49,129.45,123.54,119.25
2024-01-26,Gemini-70B,115.21,117.03,115.14,104.74,118.39,107.7
2024-01-26,Claude-13B,127.62,135.68,139.01,115.72,116.0,121.59
2024-01-26,Gemini-13B,130.05,125.62,138.42,126.84,126.19,123.01
2024-02-25,Bloom-34B-Elite,103.56,109.21,98.39,110.03,100.24,112.33
2024-02-25,Grok-13B-Elite,106.98,107.88,95.74,99.4,110.36,111.8
2024-02-25,Llama-34B,103.3,105.53,112.07,100.41,104.93,109.63
2024-02-25,Grok-34B,130.28,119.66,127.37,133.97,118.48,121.14
2024-02-25,Falcon-70B,142.42,132.7,152.47,142.65,149.13,146.46
2024-02-25,Falcon-70B,121.34,126.46,119.99,113.03,130.02,119.74
2024-02-25,PaLM-175B-Ultra,119.73,128.13,118.37,121.55,115.5,125.41
2024-02-25,Gemini-34B,119.28,130.23,116.55,131.41,108.8,124.31
2024-02-25,Llama-70B,105.59,101.8,105.99,98.5,104.05,96.93
2024-02-25,Gemini-34B,121.68,114.3,115.44,131.87,118.76,110.86
2024-02-25,Gemini-34B-Pro,130.12,132.4,127.48,124.49,135.81,126.73
2024-02-25,PaLM-7B-XL,128.43,136.66,135.93,136.22,139.43,123.81
2024-02-25,Bloom-7B,141.79,136.91,138.18,143.89,150.15,132.07
2024-02-25,Gemini-7B-Ultra,113.18,116.37,103.09,117.43,105.58,122.3
2024-02-25,Claude-70B,144.96,142.01,137.92,150.23,153.81,151.69
2024-02-25,Gemini-70B,117.79,108.37,129.84,127.32,113.97,115.38
2024-02-25,PaLM-7B-Max,123.07,130.76,115.82,131.24,123.98,129.27
2024-02-25,Gemini-70B,114.47,110.67,119.34,119.41,115.36,120.35
2024-02-25,Claude-13B,111.17,114.33,116.8,118.44,100.63,111.31
2024-02-25,Gemini-13B,147.21,131.88,134.36,149.59,138.14,160.29
2024-03-26,Bloom-34B-Elite,104.45,106.26,103.62,113.7,102.72,99.77
2024-03-26,Grok-13B-Elite,129.03,136.72,133.76,123.83,115.71,132.85
2024-03-26,Llama-34B,133.69,139.83,129.31,130.46,124.04,123.41
2024-03-26,Grok-34B,123.03,114.0,110.27,117.67,111.63,134.36
2024-03-26,Falcon-70B,129.61,130.89,125.72,123.63,118.8,121.09
2024-03-26,Falcon-70B,153.33,163.54,169.17,148.19,148.21,158.45
2024-03-26,PaLM-175B-Ultra,118.07,108.83,120.48,124.59,127.76,120.89
2024-03-26,Gemini-34B,113.28,120.7,106.37,114.73,114.32,113.83
2024-03-26,Llama-70B,114.69,104.42,114.11,110.7,118.1,111.88
2024-03-26,Gemini-34B,132.93,138.22,134.79,120.08,127.52,138.22
2024-03-26,Gemini-34B-Pro,121.55,120.22,131.86,123.44,132.67,117.56
2024-03-26,PaLM-7B-XL,127.89,140.13,126.08,117.2,136.8,131.3
2024-03-26,Bloom-7B,123.66,131.5,134.75,115.1,123.82,122.12
2024-03-26,Gemini-7B-Ultra,118.62,110.13,125.26,128.04,121.0,119.29
2024-03-26,Claude-70B,106.6,104.46,102.22,105.13,108.89,114.34
2024-03-26,Gemini-70B,108.05,114.95,114.28,99.89,116.38,108.53
2024-03-26,PaLM-7B-Max,149.08,159.33,162.17,147.08,153.09,151.97
2024-03-26,Gemini-70B,146.3,144.35,133.3,149.09,142.13,156.53
2024-03-26,Claude-13B,134.28,132.65,147.72,127.22,137.01,122.6
2024-03-26,Gemini-13B,132.58,126.13,136.94,123.25,123.97,120.05
2024-04-25,Bloom-34B-Elite,120.05,118.26,128.2,108.95,110.6,130.08
2024-04-25,Grok-13B-Elite,131.37,134.52,119.2,122.58,121.59,124.16
2024-04-25,Llama-34B,121.92,110.55,110.41,120.44,121.49,117.88
2024-04-25,Grok-34B,113.19,109.34,110.61,105.82,120.18,113.59
2024-04-25,Falcon-70B,149.71,145.03,158.18,141.49,146.85,140.12
2024-04-25,Falcon-70B,144.79,142.03,147.27,155.63,131.64,142.56
2024-04-25,PaLM-175B-Ultra,131.22,143.0,121.16,122.4,121.97,135.07
2024-04-25,Gemini-34B,125.56,127.39,127.41,126.28,127.66,113.23
2024-04-25,Llama-70B,121.11,116.05,126.52,126.96,123.22,115.31
2024-04-25,Gemini-34B,124.42,120.4,111.22,130.24,112.89,116.38
2024-04-25,Gemini-34B-Pro,127.0,127.91,125.13,119.31,114.99,137.46
2024-04-25,PaLM-7B-XL,132.9,140.19,143.24,126.9,124.48,133.83
2024-04-25,Bloom-7B,134.66,122.78,123.59,126.31,129.44,121.37
2024-04-25,Gemini-7B-Ultra,136.95,149.11,124.96,140.68,141.37,147.86
2024-04-25,Claude-70B,105.44,100.18,100.57,99.94,110.49,104.1
2024-04-25,Gemini-70B,113.37,123.27,109.26,118.08,123.43,117.12
2024-04-25,PaLM-7B-Max,138.61,138.91,134.35,144.93,130.42,129.94
2024-04-25,Gemini-70B,142.52,150.06,153.67,155.71,138.76,142.04
2024-04-25,Claude-13B,107.36,113.43,115.81,114.81,113.26,116.5
2024-04-25,Gemini-13B,137.59,140.56,137.7,145.55,148.13,143.89
2024-05-25,Bloom-34B-Elite,146.06,156.71,135.82,151.69,138.8,133.06
2024-05-25,Grok-13B-Elite,142.49,139.12,133.12,134.24,150.01,141.5
2024-05-25,Llama-34B,147.61,136.38,158.22,144.1,158.52,145.06
2024-05-25,Grok-34B,151.14,144.93,143.48,159.62,148.12,147.21
2024-05-25,Falcon-70B,122.84,120.32,133.8,115.11,134.61,126.8
2024-05-25,Falcon-70B,133.31,140.01,125.44,131.68,132.62,133.24
2024-05-25,PaLM-175B-Ultra,121.47,117.64,110.46,113.98,108.97,112.5
