date,model,median_score,os_score,db_score,kg_score,web_score,code_score
2023-03-02,Grok-34B,50.58,50.67,47.78,45.37,48.62,46.46
2023-03-02,Falcon-70B,58.65,62.27,58.66,59.46,61.27,56.07
2023-03-02,Falcon-70B,47.72,46.83,52.02,44.06,44.25,44.61
2023-03-02,PaLM-175B-Ultra,45.73,44.7,50.08,49.79,48.92,42.91
2023-03-02,Gemini-34B,53.42,54.38,50.91,51.68,52.22,49.32
2023-03-02,Llama-70B,52.53,48.49,52.17,50.83,48.94,49.81
2023-03-02,Gemini-34B,53.9,53.95,53.09,57.41,59.0,58.47
2023-03-02,Gemini-34B-Pro,43.67,44.28,46.74,40.96,40.83,45.01
2023-03-02,PaLM-7B-XL,50.9,49.72,53.61,50.27,48.88,48.59
2023-03-02,Bloom-7B,58.41,62.6,59.49,54.48,62.0,63.58
2023-03-02,Gemini-7B-Ultra,55.54,52.54,58.27,58.34,59.99,51.09
2023-03-02,Claude-70B,56.79,59.93,53.01,59.06,58.5,54.44
2023-03-02,Gemini-70B,46.02,46.05,50.21,45.8,47.08,48.02
2023-03-02,PaLM-7B-Max,58.05,59.06,59.69,62.97,62.75,63.65
2023-03-02,Gemini-70B,56.81,58.12,55.62,60.14,50.92,56.82
2023-03-02,Claude-13B,57.75,60.17,57.14,53.23,53.34,62.53
2023-03-02,Gemini-13B,48.17,43.76,49.68,43.9,53.6,44.02
2023-04-01,Bloom-34B-Elite,60.6,56.99,56.84,61.25,55.27,61.27
2023-04-01,Grok-13B-Elite,54.32,50.06,50.51,55.69,53.56,49.5
2023-04-01,Llama-34B,49.25,44.23,45.22,50.87,46.61,51.34
2023-04-01,Grok-34B,62.65,65.04,59.1,56.47,57.53,61.35
2023-04-01,Falcon-70B,63.38,60.59,61.46,65.1,61.71,61.2
2023-04-01,Falcon-70B,64.59,69.45,64.46,63.67,58.5,65.89
2023-04-01,PaLM-175B-Ultra,49.76,54.53,49.88,44.77,53.93,47.27
2023-04-01,Gemini-34B,56.71,53.5,51.23,58.09,58.12,56.6
2023-04-01,Llama-70B,45.29,41.33,46.07,43.03,43.74,46.16
2023-04-01,Gemini-34B,54.72,57.31,51.46,54.71,56.07,50.24
2023-04-01,Gemini-34B-Pro,45.64,47.8,45.22,48.23,47.57,43.98
2023-04-01,PaLM-7B-XL,45.98,43.24,46.46,48.95,47.65,43.79
2023-04-01,Bloom-7B,54.98,51.52,55.46,59.91,60.15,59.13
2023-04-01,Gemini-7B-Ultra,63.05,57.08,64.16,57.64,65.84,57.35
2023-04-01,Claude-70B,51.66,49.84,53.03,49.12,46.77,56.46
2023-04-01,Gemini-70B,61.32,61.42,62.77,60.71,64.12,59.46
2023-04-01,PaLM-7B-Max,49.82,45.06,45.01,48.72,51.85,54.2
2023-04-01,Gemini-70B,53.72,59.1,50.88,55.0,53.7,50.59
2023-04-01,Claude-13B,47.78,43.86,52.62,49.51,44.34,45.3
2023-04-01,Gemini-13B,56.59,52.41,60.71,60.89,61.82,58.43
2023-05-01,Bloom-34B-Elite,61.14,59.39,58.2,56.47,57.59,65.49
2023-05-01,Grok-13B-Elite,61.16,65.0,59.47,58.77,65.94,65.72
2023-05-01,Llama-34B,69.24,72.1,72.08,64.67,74.47,66.99
2023-05-01,Grok-34B,66.04,70.33,66.19,67.79,63.03,70.28
2023-05-01,Falcon-70B,50.7,55.79,49.25,46.72,55.02,48.73
2023-05-01,Falcon-70B,65.07,62.89,66.51,68.53,59.28,67.44
2023-05-01,PaLM-175B-Ultra,57.99,53.54,61.15,53.32,59.76,63.43
2023-05-01,Gemini-34B,51.96,51.1,53.02,56.82,50.96,49.07
2023-05-01,Llama-70B,48.13,52.0,47.96,50.85,51.61,44.91
2023-05-01,Gemini-34B,48.89,51.96,48.54,46.41,48.84,46.46
2023-05-01,Gemini-34B-Pro,66.93,59.92,61.09,67.66,64.34,70.78
2023-05-01,PaLM-7B-XL,48.48,45.96,53.19,49.33,50.38,46.8
2023-05-01,Bloom-7B,60.31,54.51,54.98,61.06,62.45,56.44
2023-05-01,Gemini-7B-Ultra,51.22,46.65,55.7,53.2,55.24,49.73
2023-05-01,Claude-70B,68.23,67.62,70.62,62.57,62.06,73.18
2023-05-01,Gemini-70B,53.53,55.09,53.94,50.73,58.85,50.34
2023-05-01,PaLM-7B-Max,64.21,68.52,67.0,62.62,62.61,63.68
2023-05-01,Gemini-70B,65.96,71.23,65.09,71.0,62.51,69.38
2023-05-01,Claude-13B,51.41,48.18,48.71,49.11,55.42,49.25
2023-05-01,Gemini-13B,62.06,67.61,58.73,65.74,57.47,58.9
2023-05-31,Bloom-34B-Elite,54.0,51.92,57.17,55.16,56.15,48.91
2023-05-31,Grok-13B-Elite,71.06,76.47,75.66,66.94,65.52,71.49
2023-05-31,Llama-34B,76.8,73.95,77.14,76.19,77.56,71.23
2023-05-31,Grok-34B,53.39,49.94,55.08,57.8,50.16,58.26
2023-05-31,Falcon-70B,71.04,76.26,72.32,67.29,73.7,65.16
2023-05-31,Falcon-70B,69.14,74.35,73.45,74.49,68.11,73.09
2023-05-31,PaLM-175B-Ultra,71.74,76.65,66.25,69.23,70.23,69.93
2023-05-31,Gemini-34B,63.41,59.62,58.41,65.18,63.19,63.57
2023-05-31,Llama-70B,63.83,64.44,64.6,67.97,66.8,60.62
2023-05-31,Gemini-34B,75.8,75.52,71.87,80.12,76.63,78.69
2023-05-31,Gemini-34B-Pro,58.66,54.86,60.81,60.78,53.65,64.2
2023-05-31,PaLM-7B-XL,64.75,59.18,66.5,69.02,69.55,66.02
2023-05-31,Bloom-7B,62.13,65.44,59.26,64.52,56.89,63.74
2023-05-31,Gemini-7B-Ultra,56.74,53.63,52.17,57.92,57.13,57.47
2023-05-31,Claude-70B,64.58,64.06,67.53,62.07,59.0,60.8
2023-05-31,Gemini-70B,61.31,55.81,65.05,65.58,62.66,59.35
2023-05-31,PaLM-7B-Max,70.31,69.93,64.27,65.77,73.03,64.29
2023-05-31,Gemini-70B,63.41,65.81,66.88,69.57,69.12,63.71
2023-05-31,Claude-13B,68.38,63.21,73.01,62.27,65.49,62.41
2023-05-31,Gemini-13B,75.52,74.09,74.82,82.48,75.49,73.69
2023-06-30,Bloom-34B-Elite,81.1,85.89,77.89,75.62,84.27,83.38
2023-06-30,Grok-13B-Elite,79.39,81.28,83.6,77.46,73.63,71.82
2023-06-30,Llama-34B,60.1,65.83,59.3,58.88,55.06,61.68
2023-06-30,Grok-34B,74.45,68.25,81.86,81.57,70.42,77.24
2023-06-30,Falcon-70B,58.1,61.75,59.68,58.04,56.9,56.51
2023-06-30,Falcon-70B,68.19,72.05,61.38,60.98,64.78,68.77
2023-06-30,PaLM-175B-Ultra,62.31,57.59,63.21,57.26,62.06,65.05
2023-06-30,Gemini-34B,68.97,68.01,72.74,71.83,68.28,62.48
2023-06-30,Llama-70B,82.71,85.2,89.58,75.94,83.13,82.75
2023-06-30,Gemini-34B,75.22,68.82,67.54,72.72,79.09,70.45
2023-06-30,Gemini-34B-Pro,59.63,57.01,54.16,60.93,58.14,60.94
2023-06-30,PaLM-7B-XL,78.29,71.66,85.46,86.03,80.26,83.3
2023-06-30,Bloom-7B,74.55,80.73,70.19,73.16,76.18,80.25
2023-06-30,Gemini-7B-Ultra,74.87,80.13,80.01,78.76,74.4,79.19
2023-06-30,Claude-70B,74.82,81.75,81.46,79.41,70.84,78.31
2023-06-30,Gemini-70B,71.64,69.39,72.76,73.69,75.35,64.31
2023-06-30,PaLM-7B-Max,63.1,66.68,59.78,64.66,59.46,63.63
2023-06-30,Gemini-70B,56.02,61.32,54.32,53.73,60.67,60.25
2023-06-30,Claude-13B,72.24,74.63,64.68,76.81,66.22,74.94
2023-06-30,Gemini-13B,58.86,60.08,60.34,56.3,62.48,53.66
2023-07-30,Bloom-34B-Elite,71.61,75.98,71.57,69.1,70.64,72.98
2023-07-30,Grok-13B-Elite,83.0,85.72,87.69,88.4,81.54,78.15
2023-07-30,Llama-34B,72.18,68.84,78.43,77.17,77.25,71.45
2023-07-30,Grok-34B,75.78,75.27,79.11,77.57,70.45,83.01
2023-07-30,Falcon-70B,63.11,60.05,59.86,60.32,66.76,57.56
2023-07-30,Falcon-70B,74.73,72.67,80.72,81.38,67.64,78.04
2023-07-30,PaLM-175B-Ultra,91.41,85.58,92.72,93.38,88.47,97.62
2023-07-30,Gemini-34B,77.68,83.29,81.18,78.26,70.91,71.76
2023-07-30,Llama-70B,90.14,89.69,88.71,82.77,90.32,82.41
2023-07-30,Gemini-34B,84.73,78.85,81.89,80.14,91.06,92.56
2023-07-30,Gemini-34B-Pro,85.06,85.7,85.1,90.36,83.06,81.08
2023-07-30,PaLM-7B-XL,86.19,91.6,84.42,80.51,89.41,92.61
2023-07-30,Bloom-7B,88.55,82.86,95.29,87.6,90.6,97.17
2023-07-30,Gemini-7B-Ultra,73.28,78.98,72.51,77.14,79.04,68.61
2023-07-30,Claude-70B,87.34,91.34,84.42,86.6,85.18,84.45
2023-07-30,Gemini-70B,66.78,61.58,63.21,65.89,70.41,65.19
2023-07-30,PaLM-7B-Max,86.94,89.27,80.15,90.48,79.53,82.13
2023-07-30,Gemini-70B,87.04,90.09,87.01,78.75,83.76,93.55
2023-07-30,Claude-13B,84.76,80.97,91.83,78.64,84.14,85.52
2023-07-30,Gemini-13B,72.4,75.85,78.63,69.28,78.53,65.57
2023-08-29,Bloom-34B-Elite,99.15,105.96,94.91,91.61,94.03,95.14
2023-08-29,Grok-13B-Elite,86.84,90.8,79.23,94.08,81.35,91.91
2023-08-29,Llama-34B,68.45,62.77,72.75,62.95,74.3,73.76
2023-08-29,Grok-34B,85.12,82.17,84.14,92.15,84.56,87.01
2023-08-29,Falcon-70B,90.91,83.31,89.35,99.06,92.75,93.77
2023-08-29,Falcon-70B,69.26,68.55,62.86,75.62,66.57,70.78
2023-08-29,PaLM-175B-Ultra,76.73,68.77,69.09,81.18,77.36,83.38
2023-08-29,Gemini-34B,80.7,74.28,78.47,80.61,83.79,79.06
2023-08-29,Llama-70B,81.2,83.08,77.99,77.3,74.45,75.17
2023-08-29,Gemini-34B,79.08,72.9,77.76,72.46,76.82,82.01
2023-08-29,Gemini-34B-Pro,79.37,81.53,86.17,82.99,73.06,71.64
2023-08-29,PaLM-7B-XL,81.37,82.16,73.99,78.56,85.35,84.61
2023-08-29,Bloom-7B,81.11,78.2,86.14,86.27,86.87,78.37
2023-08-29,Gemini-7B-Ultra,87.48,90.66,90.5,86.16,81.15,81.63
2023-08-29,Claude-70B,68.76,66.92,62.45,70.99,69.9,75.32
2023-08-29,Gemini-70B,82.11,81.98,74.49,80.21,74.52,76.43
2023-08-29,PaLM-7B-Max,67.9,65.44,73.51,69.22,72.31,66.46
2023-08-29,Gemini-70B,78.1,78.97,78.91,77.29,74.81,71.03
2023-08-29,Claude-13B,77.77,79.21,72.68,77.37,76.52,80.14
2023-08-29,Gemini-13B,73.78,73.4,74.48,74.39,79.32,68.15
2023-09-28,Bloom-34B-Elite,106.2,115.54,98.83,105.84,113.48,101.97
2023-09-28,Grok-13B-Elite,83.2,83.73,83.33,91.25,81.79,84.58
2023-09-28,Llama-34B,111.92,119.81,110.71,114.02,121.46,116.03
2023-09-28,Grok-34B,102.79,98.77,99.73,97.06,112.44,98.7
2023-09-28,Falcon-70B,76.7,80.51,71.42,79.32,80.87,70.65
2023-09-28,Falcon-70B,94.19,92.25,85.82,99.92,102.15,86.27
2023-09-28,PaLM-175B-Ultra,95.09,86.77,86.57,89.81,91.14,91.65
2023-09-28,Gemini-34B,94.16,102.88,96.45,86.74,100.73,95.83
2023-09-28,Llama-70B,99.57,94.31,103.95,100.75,100.07,94.89
2023-09-28,Gemini-34B,94.27,96.61,85.66,85.12,94.39,100.7
2023-09-28,Gemini-34B-Pro,76.35,73.33,69.93,81.38,73.56,75.39
2023-09-28,PaLM-7B-XL,110.47,101.37,113.99,113.37,115.22,121.08
2023-09-28,Bloom-7B,104.68,100.5,96.57,95.52,101.75,103.42
2023-09-28,Gemini-7B-Ultra,92.86,90.14,84.43,99.21,99.52,92.06
2023-09-28,Claude-70B,109.48,111.57,105.09,114.48,105.15,114.56
2023-09-28,Gemini-70B,83.18,81.13,75.84,79.06,88.7,82.81
2023-09-28,PaLM-7B-Max,92.32,83.47,91.66,95.73,89.02,92.89
2023-09-28,Gemini-70B,113.11,104.67,107.84,110.07,110.25,120.98
2023-09-28,Claude-13B,76.77,81.14,75.73,69.9,72.57,80.16
2023-09-28,Gemini-13B,93.76,102.49,85.48,87.9,87.34,95.37
2023-10-28,Bloom-34B-Elite,93.17,91.37,96.21,100.63,89.51,97.02
2023-10-28,Grok-13B-Elite,88.83,82.86,96.57,88.89,91.97,94.2
2023-10-28,Llama-34B,105.34,96.12,97.95,95.8,112.48,115.2
2023-10-28,Grok-34B,94.28,93.21,96.09,103.19,88.54,99.14
2023-10-28,Falcon-70B,94.46,89.64,96.87,95.8,99.51,85.18
2023-10-28,Falcon-70B,101.38,97.92,108.32,100.0,92.36,93.59
2023-10-28,PaLM-175B-Ultra,99.43,109.19,90.22,97.62,104.02,105.4
2023-10-28,Gemini-34B,96.43,99.68,91.43,90.81,87.44,105.29
2023-10-28,Llama-70B,112.72,112.7,118.33,121.27,122.73,119.27
2023-10-28,Gemini-34B,106.45,108.38,99.99,100.1,96.67,113.11
2023-10-28,Gemini-34B-Pro,123.35,129.77,126.72,121.58,112.03,110.89
2023-10-28,PaLM-7B-XL,104.25,114.12,98.27,98.36,94.02,109.0
2023-10-28,Bloom-7B,122.41,117.97,127.5,119.37,132.1,124.99
2023-10-28,Gemini-7B-Ultra,115.21,119.83,107.65,125.98,104.83,110.14
2023-10-28,Claude-70B,117.28,117.67,117.64,124.92,121.83,127.61
2023-10-28,Gemini-70B,116.95,111.77,123.99,112.83,128.25,122.46
2023-10-28,PaLM-7B-Max,110.88,108.4,103.58,108.53,99.97,115.33
2023-10-28,Gemini-70B,122.17,111.23,122.46,114.44,128.96,113.45
2023-10-28,Claude-13B,123.77,118.35,133.22,117.74,127.16,133.88
2023-10-28,Gemini-13B,86.9,87.78,82.95,88.67,83.86,79.78
2023-11-27,Bloom-34B-Elite,134.99,139.57,130.43,146.86,139.1,127.23
2023-11-27,Grok-13B-Elite,117.3,112.15,112.14,107.14,117.68,122.65
2023-11-27,Llama-34B,130.49,127.59,124.32,124.09,125.0,133.21
2023-11-27,Grok-34B,100.65,102.57,102.81,91.09,110.21,104.52
2023-11-27,Falcon-70B,126.26,128.5,135.64,118.83,128.73,124.23
2023-11-27,Falcon-70B,97.16,96.32,106.34,91.03,100.51,89.2
2023-11-27,PaLM-175B-Ultra,133.48,127.24,132.16,137.5,126.47,125.52
2023-11-27,Gemini-34B,139.42,132.86,132.37,145.74,142.26,152.07
2023-11-27,Llama-70B,138.17,150.25,139.52,144.57,144.56,134.62
2023-11-27,Gemini-34B,142.46,136.46,138.78,150.82,140.82,148.48
2023-11-27,Gemini-34B-Pro,118.95,129.14,108.44,117.83,107.59,107.91
2023-11-27,PaLM-7B-XL,120.8,124.91,114.93,110.35,113.4,128.47
2023-11-27,Bloom-7B,130.3,125.2,124.53,126.89,126.61,125.43
2023-11-27,Gemini-7B-Ultra,141.52,137.48,141.62,142.82,141.7,146.45
2023-11-27,Claude-70B,138.1,136.58,141.28,129.01,143.36,128.79
2023-11-27,Gemini-70B,97.76,98.29,90.97,89.73,92.94,92.89
2023-11-27,PaLM-7B-Max,99.3,93.59,108.68,98.15,98.35,103.41
2023-11-27,Gemini-70B,104.2,111.93,106.69,106.43,96.0,108.11
2023-11-27,Claude-13B,107.63,101.21,107.72,113.92,99.01,110.12
2023-11-27,Gemini-13B,130.78,140.01,139.17,126.74,138.08,140.01
2023-12-27,Bloom-34B-Elite,149.49,146.12,158.56,136.56,160.99,162.93
2023-12-27,Grok-13B-Elite,107.16,104.54,113.2,101.31,103.8,104.32
2023-12-27,Llama-34B,128.59,134.28,116.11,127.89,116.02,130.0
2023-12-27,Grok-34B,107.68,114.12,113.13,100.29,111.72,100.75
2023-12-27,Falcon-70B,114.29,123.73,120.63,123.45,115.83,113.79
2023-12-27,Falcon-70B,140.83,135.42,133.46,151.96,140.8,150.27
2023-12-27,PaLM-175B-Ultra,137.97,143.49,131.5,133.26,131.76,129.97
2023-12-27,Gemini-34B,135.38,143.6,142.73,124.38,140.51,122.19
2023-12-27,Llama-70B,117.67,106.43,121.77,126.73,113.64,111.84
2023-12-27,Gemini-34B,134.37,144.14,147.49,121.47,130.7,129.69
2023-12-27,Gemini-34B-Pro,138.34,145.93,125.68,140.36,141.85,140.84
2023-12-27,PaLM-7B-XL,155.34,162.17,152.02,168.29,168.76,145.86
2023-12-27,Bloom-7B,156.09,159.22,142.63,161.5,152.62,162.24
2023-12-27,Gemini-7B-Ultra,137.36,140.97,140.23,135.91,141.88,124.23
2023-12-27,Claude-70B,145.29,155.33,154.1,145.1,142.5,138.52
2023-12-27,Gemini-70B,152.79,148.75,139.08,139.98,155.77,164.03
2023-12-27,PaLM-7B-Max,150.39,143.77,159.56,164.84,149.21,164.64
2023-12-27,Gemini-70B,146.38,133.63,137.87,139.22,134.63,160.17
2023-12-27,Claude-13B,143.45,137.21,151.71,135.52,132.64,148.12
2023-12-27,Gemini-13B,107.55,99.82,104.16,103.09,108.82,109.36
2024-01-26,Bloom-34B-Elite,131.94,125.72,131.6,126.62,140.42,130.68
2024-01-26,Grok-13B-Elite,144.22,152.42,154.77,153.55,158.27,135.64
2024-01-26,Llama-34B,130.89,130.88,139.98,128.36,126.79,121.03
2024-01-26,Grok-34B,116.46,116.63,119.91,113.11,120.28,108.86
2024-01-26,Falcon-70B,119.53,127.18,114.13,116.59,126.47,120.83
2024-01-26,Falcon-70B,149.36,154.64,141.11,141.8,142.42,157.14
2024-01-26,PaLM-175B-Ultra,112.13,102.88,111.59,106.09,120.73,117.45
2024-01-26,Gemini-34B,111.93,113.98,122.98,119.61,104.59,113.98
2024-01-26,Llama-70B,153.32,140.51,138.54,164.15,142.91,145.17
2024-01-26,Gemini-34B,107.5,109.92,102.69,113.7,105.05,113.46
2024-01-26,Gemini-34B-Pro,117.98,128.57,115.35,124.8,111.67,128.86
2024-01-26,PaLM-7B-XL,140.24,143.43,145.47,152.67,150.82,134.36
2024-01-26,Bloom-7B,156.28,171.97,150.25,154.44,149.06,169.78
2024-01-26,Gemini-7B-Ultra,115.27,105.12,105.95,106.92,126.08,108.68
2024-01-26,Claude-70B,130.55,137.37,132.35,128.44,140.88,124.31
2024-01-26,Gemini-70B,114.94,113.07,122.64,115.52,109.59,117.13
2024-01-26,PaLM-7B-Max,128.45,124.47,134.57,136.75,130.35,125.94
2024-01-26,Gemini-70B,122.3,124.21,121.8,111.02,125.95,114.31
2024-01-26,Claude-13B,135.22,143.8,147.82,122.84,123.02,128.29
2024-01-26,Gemini-13B,137.71,133.45,146.6,133.93,133.78,129.96
2024-02-25,Bloom-34B-Elite,106.14,112.67,100.52,112.89,103.22,115.22
2024-02-25,Grok-13B-Elite,108.74,109.53,97.95,101.2,112.15,113.52
2024-02-25,Llama-34B,105.59,107.92,114.7,102.57,106.95,112.15
2024-02-25,Grok-34B,133.24,122.56,129.81,137.25,121.49,124.0
2024-02-25,Falcon-70B,144.93,135.18,155.55,145.08,151.7,148.87
2024-02-25,Falcon-70B,123.33,128.12,121.76,114.75,131.85,121.67
2024-02-25,PaLM-175B-Ultra,121.9,130.37,121.02,123.72,117.62,127.57
2024-02-25,Gemini-34B,120.81,131.75,118.22,132.87,109.76,125.62
2024-02-25,Llama-70B,108.08,104.06,108.8,100.9,106.41,99.16
2024-02-25,Gemini-34B,123.24,115.35,116.8,133.66,120.78,111.95
2024-02-25,Gemini-34B-Pro,132.42,134.75,129.72,126.58,138.09,129.04
2024-02-25,PaLM-7B-XL,130.7,139.24,138.52,138.82,141.93,126.23
2024-02-25,Bloom-7B,145.75,140.83,142.37,147.88,154.5,135.64
2024-02-25,Gemini-7B-Ultra,115.73,119.45,105.45,120.19,108.31,124.86
2024-02-25,Claude-70B,147.99,145.17,140.55,153.24,157.31,154.95
2024-02-25,Gemini-70B,120.44,110.58,132.53,129.72,115.94,118.15
2024-02-25,PaLM-7B-Max,124.83,133.12,117.43,133.01,126.0,131.29
2024-02-25,Gemini-70B,115.98,112.02,120.49,120.6,117.32,122.08
2024-02-25,Claude-13B,113.63,116.67,119.32,121.33,103.08,113.46
2024-02-25,Gemini-13B,149.98,134.88,137.16,151.9,140.47,163.62
2024-03-26,Bloom-34B-Elite,102.4,103.94,101.99,111.21,100.6,97.98
2024-03-26,Grok-13B-Elite,126.31,133.77,130.86,121.19,113.49,130.22
2024-03-26,Llama-34B,131.29,137.31,126.82,127.65,121.75,121.04
2024-03-26,Grok-34B,120.29,111.29,108.03,114.72,108.87,131.34
2024-03-26,Falcon-70B,127.59,128.84,124.14,121.34,117.1,119.27
2024-03-26,Falcon-70B,149.76,160.33,164.93,144.67,144.37,154.99
2024-03-26,PaLM-175B-Ultra,115.69,106.86,117.78,121.82,124.76,118.45
2024-03-26,Gemini-34B,110.15,117.6,103.44,111.79,111.11,110.9
2024-03-26,Llama-70B,112.01,101.86,111.69,107.91,114.95,109.12
2024-03-26,Gemini-34B,131.09,136.34,132.75,118.47,126.0,136.0
2024-03-26,Gemini-34B-Pro,119.41,117.71,129.66,121.34,130.46,115.53
2024-03-26,PaLM-7B-XL,125.26,137.49,123.77,115.2,134.42,128.93
2024-03-26,Bloom-7B,121.58,129.26,132.4,113.14,121.4,119.64
2024-03-26,Gemini-7B-Ultra,116.52,108.42,122.52,125.49,118.59,117.32
2024-03-26,Claude-70B,104.18,102.05,99.92,102.76,106.3,111.39
2024-03-26,Gemini-70B,104.93,111.72,110.93,97.02,112.91,105.99
2024-03-26,PaLM-7B-Max,146.38,155.96,159.4,144.52,150.46,149.25
2024-03-26,Gemini-70B,144.17,142.38,131.26,146.81,140.0,153.92
2024-03-26,Claude-13B,131.53,129.61,144.15,124.4,134.52,120.02
2024-03-26,Gemini-13B,130.02,123.31,134.32,121.06,121.69,118.03
2024-04-25,Bloom-34B-Elite,117.52,115.28,125.5,106.94,107.87,126.88
2024-04-25,Grok-13B-Elite,127.02,130.38,115.36,118.58,117.56,120.3
2024-04-25,Llama-34B,117.51,107.04,106.15,115.76,117.18,113.62
2024-04-25,Grok-34B,108.8,104.95,106.39,101.76,115.4,108.74
2024-04-25,Falcon-70B,144.93,140.49,153.13,136.96,142.09,135.67
2024-04-25,Falcon-70B,139.52,137.06,141.81,149.86,127.03,137.27
2024-04-25,PaLM-175B-Ultra,126.72,138.68,117.24,117.83,117.93,130.72
2024-04-25,Gemini-34B,122.34,124.37,124.16,123.34,124.23,110.52
2024-04-25,Llama-70B,117.02,111.79,121.93,122.6,119.32,111.43
2024-04-25,Gemini-34B,120.22,115.75,107.89,125.85,108.93,112.42
2024-04-25,Gemini-34B-Pro,122.77,123.82,120.73,115.33,111.1,132.63
2024-04-25,PaLM-7B-XL,128.72,135.48,139.04,122.84,120.76,129.87
2024-04-25,Bloom-7B,129.39,118.25,118.74,121.66,124.09,116.71
2024-04-25,Gemini-7B-Ultra,132.01,143.58,119.91,135.94,136.49,142.28
2024-04-25,Claude-70B,101.86,96.83,96.68,96.54,106.92,100.31
2024-04-25,Gemini-70B,109.67,119.23,105.53,114.06,119.64,113.37
2024-04-25,PaLM-7B-Max,134.75,134.96,130.17,141.12,127.15,126.47
2024-04-25,Gemini-70B,138.0,145.13,148.88,150.69,134.48,137.58
2024-04-25,Claude-13B,104.25,110.41,112.28,111.59,109.88,113.32
2024-04-25,Gemini-13B,133.12,136.48,133.31,140.99,143.04,139.51
2024-05-25,Bloom-34B-Elite,142.01,152.28,131.81,147.27,134.96,129.35
2024-05-25,Grok-13B-Elite,137.9,134.66,128.8,129.64,144.6,136.89
2024-05-25,Llama-34B,143.19,132.1,153.2,139.53,153.91,140.64
2024-05-25,Grok-34B,146.37,140.02,138.98,154.52,143.35,142.55
2024-05-25,Falcon-70B,119.24,117.29,129.11,111.2,130.71,123.11
2024-05-25,Falcon-70B,130.32,137.3,122.51,128.47,129.44,130.45
2024-05-25,PaLM-175B-Ultra,117.66,113.99,107.09,110.73,105.72,108.86
