# Synthetic AgentBench Leaderboard Data
# Generated for the Jolting Technologies Hypothesis project
# Generation date: 2025-05-07
# This is synthetic data for development purposes
# Real historical data should be used when available
#
date,model,median_score,os_score,db_score,kg_score,web_score,code_score
2024-05-31,Falcon-70B,49.53,47.88,49.83,54.69,53.83,44.66
2024-05-31,Falcon-70B,40.56,38.31,43.06,42.78,42.2,42.04
2024-05-31,PaLM-175B-Ultra,50.48,49.31,53.82,53.9,50.59,47.29
2024-05-31,Gemini-34B,54.86,52.9,59.52,59.67,54.84,54.68
2024-05-31,Llama-70B,44.23,47.6,46.78,39.42,45.65,42.77
2024-05-31,Gemini-34B,38.93,39.29,36.07,35.1,40.97,35.93
2024-05-31,Gemini-34B-Pro,50.86,52.64,54.69,53.47,52.32,46.75
2024-05-31,PaLM-7B-XL,44.83,40.56,41.74,46.21,45.47,43.31
2024-05-31,Bloom-7B,52.08,47.66,52.67,53.93,56.28,52.19
2024-05-31,Gemini-7B-Ultra,56.6,53.27,50.95,57.02,52.16,56.32
2024-05-31,Claude-70B,48.85,53.36,50.68,54.91,53.61,53.14
2024-05-31,Gemini-70B,35.28,39.95,37.58,35.92,33.69,37.23
2024-05-31,PaLM-7B-Max,52.11,52.21,48.36,49.79,52.36,49.36
2024-05-31,Gemini-70B,51.19,51.51,56.86,56.8,50.85,54.65
2024-05-31,Claude-13B,41.95,39.29,41.16,42.79,45.96,43.61
2024-05-31,Gemini-13B,49.68,49.22,52.39,50.92,47.47,45.58
2024-06-30,Bloom-34B-Elite,46.79,49.31,43.19,42.98,42.84,43.01
2024-06-30,Grok-13B-Elite,51.22,46.53,53.59,55.26,55.42,54.13
2024-06-30,Llama-34B,53.91,51.94,52.23,54.87,57.15,54.35
2024-06-30,Grok-34B,50.39,49.76,47.04,44.13,47.95,45.48
2024-06-30,Falcon-70B,61.19,65.61,61.25,61.39,63.16,58.35
2024-06-30,Falcon-70B,49.12,49.61,52.5,45.77,45.06,45.55
2024-06-30,PaLM-175B-Ultra,45.8,44.15,49.98,49.19,48.57,43.54
2024-06-30,Gemini-34B,53.58,55.09,50.55,52.26,51.15,49.5
2024-06-30,Llama-70B,53.49,48.13,52.64,51.79,50.59,50.29
2024-06-30,Gemini-34B,54.69,55.82,54.31,58.11,60.15,58.88
2024-06-30,Gemini-34B-Pro,43.8,44.3,47.13,40.78,41.25,44.83
2024-06-30,PaLM-7B-XL,52.21,50.76,53.47,50.81,50.15,51.09
2024-06-30,Bloom-7B,59.65,62.29,59.66,56.49,63.79,66.62
2024-06-30,Gemini-7B-Ultra,54.86,51.25,57.6,57.26,60.03,50.08
2024-06-30,Claude-70B,56.39,58.77,53.2,57.95,58.4,55.47
2024-06-30,Gemini-70B,43.36,44.53,47.52,42.29,44.44,45.79
2024-06-30,PaLM-7B-Max,56.87,58.21,59.68,61.3,60.72,62.26
2024-06-30,Gemini-70B,56.89,59.03,55.59,59.91,50.24,55.66
2024-06-30,Claude-13B,55.82,57.18,55.03,50.31,49.51,60.4
2024-06-30,Gemini-13B,50.95,47.11,52.35,45.62,58.59,46.6
2024-07-30,Bloom-34B-Elite,61.02,57.27,57.21,61.27,55.46,62.82
2024-07-30,Grok-13B-Elite,56.3,50.34,51.31,57.14,56.21,52.24
2024-07-30,Llama-34B,50.43,44.45,45.91,52.46,47.54,52.29
2024-07-30,Grok-34B,62.23,65.48,59.15,55.86,57.4,60.0
2024-07-30,Falcon-70B,62.72,60.75,59.66,64.89,59.5,61.84
2024-07-30,Falcon-70B,63.91,69.02,63.86,63.1,58.11,63.9
2024-07-30,PaLM-175B-Ultra,50.12,54.79,49.83,44.51,54.46,46.87
2024-07-30,Gemini-34B,58.36,55.41,52.91,60.52,58.45,57.3
2024-07-30,Llama-70B,46.16,41.58,46.5,42.8,43.85,47.83
2024-07-30,Gemini-34B,55.57,58.34,51.83,55.65,57.8,50.49
2024-07-30,Gemini-34B-Pro,45.68,49.17,45.79,47.85,48.08,42.84
2024-07-30,PaLM-7B-XL,45.96,43.69,46.72,49.39,48.25,44.12
2024-07-30,Bloom-7B,55.74,52.38,55.41,61.52,60.95,60.45
2024-07-30,Gemini-7B-Ultra,64.58,58.09,65.39,58.81,68.37,58.07
2024-07-30,Claude-70B,53.93,52.17,55.56,51.94,48.89,59.73
2024-07-30,Gemini-70B,60.66,61.83,61.76,61.16,63.13,58.62
2024-07-30,PaLM-7B-Max,48.41,43.21,43.71,47.53,51.14,52.5
2024-07-30,Gemini-70B,52.15,57.65,49.51,53.76,51.64,48.7
2024-07-30,Claude-13B,46.92,43.96,52.75,48.19,43.12,44.97
2024-07-30,Gemini-13B,59.02,55.99,62.86,63.22,64.69,61.19
2024-08-29,Bloom-34B-Elite,62.25,59.86,59.22,58.83,58.25,66.84
2024-08-29,Grok-13B-Elite,66.29,70.06,64.95,65.05,71.9,72.04
2024-08-29,Llama-34B,72.01,75.36,75.98,67.74,77.33,69.78
2024-08-29,Grok-34B,68.07,72.19,68.36,69.91,65.44,74.04
2024-08-29,Falcon-70B,52.21,58.62,51.16,48.24,56.33,50.32
2024-08-29,Falcon-70B,66.73,63.97,67.78,70.55,61.95,69.11
2024-08-29,PaLM-175B-Ultra,57.13,51.09,59.48,53.07,57.91,63.15
2024-08-29,Gemini-34B,54.09,53.12,54.06,58.63,52.87,51.34
2024-08-29,Llama-70B,47.34,52.24,47.43,50.37,51.25,45.18
2024-08-29,Gemini-34B,50.27,53.96,49.41,49.06,50.32,47.27
2024-08-29,Gemini-34B-Pro,67.76,59.26,61.52,66.7,65.73,71.98
2024-08-29,PaLM-7B-XL,48.12,45.59,52.8,48.1,49.85,46.48
2024-08-29,Bloom-7B,61.29,54.89,55.13,61.84,63.05,57.79
2024-08-29,Gemini-7B-Ultra,54.45,50.27,59.26,56.08,59.38,53.33
2024-08-29,Claude-70B,71.71,71.23,75.51,65.91,64.76,76.56
2024-08-29,Gemini-70B,55.51,56.7,57.22,52.93,61.06,52.29
2024-08-29,PaLM-7B-Max,65.26,68.4,67.74,64.82,63.8,65.51
2024-08-29,Gemini-70B,69.04,74.53,68.61,73.16,66.52,73.64
2024-08-29,Claude-13B,53.3,50.15,50.48,51.78,58.02,48.95
2024-08-29,Gemini-13B,62.91,67.7,58.57,67.51,58.22,60.07
2024-09-28,Bloom-34B-Elite,59.1,55.89,61.43,60.05,61.19,53.27
2024-09-28,Grok-13B-Elite,77.14,84.53,82.89,72.84,71.08,77.59
2024-09-28,Llama-34B,84.94,81.74,85.98,84.52,87.29,78.68
2024-09-28,Grok-34B,59.92,55.31,61.38,66.25,56.92,65.74
2024-09-28,Falcon-70B,81.08,87.01,83.33,77.66,85.29,73.56
2024-09-28,Falcon-70B,75.42,81.35,81.3,81.59,75.17,78.84
2024-09-28,PaLM-175B-Ultra,77.93,84.26,71.83,75.21,77.44,75.34
2024-09-28,Gemini-34B,68.33,63.28,64.14,70.97,68.81,68.26
2024-09-28,Llama-70B,67.69,67.13,69.53,72.5,71.41,64.5
2024-09-28,Gemini-34B,81.7,81.18,76.73,85.54,83.25,83.66
2024-09-28,Gemini-34B-Pro,62.64,58.42,65.01,63.92,56.12,68.88
2024-09-28,PaLM-7B-XL,71.05,65.92,73.06,76.12,75.8,71.96
2024-09-28,Bloom-7B,66.05,69.06,62.78,69.51,59.87,69.34
2024-09-28,Gemini-7B-Ultra,62.9,59.75,57.85,64.1,62.93,62.71
2024-09-28,Claude-70B,69.37,70.01,72.95,67.86,62.95,64.56
2024-09-28,Gemini-70B,67.01,60.45,71.27,70.55,67.04,65.15
2024-09-28,PaLM-7B-Max,79.23,79.1,72.82,74.16,82.41,71.42
2024-09-28,Gemini-70B,68.18,71.67,71.12,74.58,75.22,68.61
2024-09-28,Claude-13B,74.96,69.07,80.56,68.97,71.22,67.45
2024-09-28,Gemini-13B,79.81,78.68,79.36,89.0,79.85,77.81
2024-10-28,Bloom-34B-Elite,92.63,98.32,88.84,85.83,96.27,95.23
2024-10-28,Grok-13B-Elite,90.27,93.01,95.06,87.13,83.28,81.52
2024-10-28,Llama-34B,68.44,75.34,67.58,65.64,61.83,70.68
2024-10-28,Grok-34B,84.38,78.41,92.88,92.2,79.36,87.32
2024-10-28,Falcon-70B,66.31,70.48,68.79,65.19,63.97,64.34
2024-10-28,Falcon-70B,78.34,83.31,70.1,68.21,74.03,79.28
2024-10-28,PaLM-175B-Ultra,70.86,65.9,72.73,65.0,70.25,73.33
2024-10-28,Gemini-34B,76.49,74.25,80.18,80.41,76.21,68.94
2024-10-28,Llama-70B,97.17,99.66,106.15,90.31,97.99,96.73
2024-10-28,Gemini-34B,85.04,77.93,75.39,81.51,88.66,80.03
2024-10-28,Gemini-34B-Pro,69.52,66.97,63.86,70.5,67.56,70.87
2024-10-28,PaLM-7B-XL,89.7,83.65,97.46,99.24,93.06,95.8
2024-10-28,Bloom-7B,84.28,90.65,78.59,81.29,85.96,90.52
2024-10-28,Gemini-7B-Ultra,86.39,92.05,92.21,91.08,86.2,91.9
2024-10-28,Claude-70B,85.36,92.34,93.23,90.13,81.71,89.35
2024-10-28,Gemini-70B,81.83,81.12,83.65,84.44,85.97,72.58
2024-10-28,PaLM-7B-Max,71.48,74.91,68.91,73.53,68.21,71.64
2024-10-28,Gemini-70B,62.6,68.98,60.06,59.73,69.04,67.03
2024-10-28,Claude-13B,80.14,81.52,70.65,86.12,73.07,84.98
2024-10-28,Gemini-13B,69.16,72.0,71.62,66.57,72.84,63.05
2024-11-27,Bloom-34B-Elite,77.08,82.49,76.21,74.24,75.98,78.48
2024-11-27,Grok-13B-Elite,86.66,90.87,91.38,91.59,86.53,82.73
2024-11-27,Llama-34B,76.88,72.02,83.19,81.02,82.65,75.7
2024-11-27,Grok-34B,80.46,81.21,83.55,82.7,75.36,89.03
2024-11-27,Falcon-70B,66.89,63.5,63.28,64.2,71.85,60.8
2024-11-27,Falcon-70B,75.81,74.38,81.94,82.95,67.46,78.78
2024-11-27,PaLM-175B-Ultra,98.26,91.07,100.01,100.36,94.57,104.34
2024-11-27,Gemini-34B,81.02,86.92,84.81,81.36,73.17,72.68
2024-11-27,Llama-70B,96.39,96.57,95.31,90.01,96.45,89.13
2024-11-27,Gemini-34B,89.06,82.29,86.15,85.42,95.49,96.13
2024-11-27,Gemini-34B-Pro,91.65,92.28,91.91,96.8,89.57,86.31
2024-11-27,PaLM-7B-XL,94.31,101.01,92.41,88.71,97.36,102.07
2024-11-27,Bloom-7B,93.57,87.25,99.98,92.87,95.75,103.72
2024-11-27,Gemini-7B-Ultra,76.27,82.53,76.36,82.21,82.42,71.15
2024-11-27,Claude-70B,93.02,98.25,90.88,92.14,91.67,89.93
2024-11-27,Gemini-70B,72.17,66.95,68.02,70.53,76.98,71.56
2024-11-27,PaLM-7B-Max,92.94,95.41,84.82,97.6,85.23,87.61
2024-11-27,Gemini-70B,93.74,96.03,92.97,84.31,90.58,100.88
2024-11-27,Claude-13B,90.96,87.71,99.04,85.79,91.11,91.69
2024-11-27,Gemini-13B,76.12,79.68,83.19,72.52,83.11,69.39
2024-12-27,Bloom-34B-Elite,94.54,101.86,90.78,88.75,89.64,90.48
2024-12-27,Grok-13B-Elite,82.45,85.39,75.95,90.63,77.15,87.14
2024-12-27,Llama-34B,66.35,61.72,69.82,61.2,72.76,71.88
2024-12-27,Grok-34B,78.28,76.09,77.77,85.8,79.01,81.03
2024-12-27,Falcon-70B,88.1,79.52,88.23,95.86,89.92,92.16
2024-12-27,Falcon-70B,65.91,64.22,59.49,71.43,62.28,67.28
2024-12-27,PaLM-175B-Ultra,74.38,65.57,66.75,78.13,73.58,80.92
2024-12-27,Gemini-34B,78.43,71.62,77.08,78.35,80.89,75.69
2024-12-27,Llama-70B,78.99,81.21,75.5,75.31,73.65,73.8
2024-12-27,Gemini-34B,73.27,67.0,71.95,67.19,71.31,76.33
2024-12-27,Gemini-34B-Pro,76.66,78.77,83.95,80.38,69.7,69.28
2024-12-27,PaLM-7B-XL,78.56,77.89,71.55,75.07,83.13,82.01
2024-12-27,Bloom-7B,76.69,74.63,82.51,81.38,82.04,74.72
2024-12-27,Gemini-7B-Ultra,86.64,88.54,88.81,85.02,80.14,81.43
2024-12-27,Claude-70B,68.53,67.74,60.98,70.15,68.75,74.63
2024-12-27,Gemini-70B,78.24,78.44,71.39,76.43,70.94,72.55
2024-12-27,PaLM-7B-Max,65.32,64.17,71.25,66.34,69.49,64.28
2024-12-27,Gemini-70B,73.77,74.71,75.02,73.39,70.07,66.62
2024-12-27,Claude-13B,72.27,74.18,69.13,71.19,71.95,75.97
2024-12-27,Gemini-13B,70.7,70.25,71.57,71.64,76.24,65.01
2025-01-26,Bloom-34B-Elite,96.37,104.56,89.98,96.02,101.6,93.5
2025-01-26,Grok-13B-Elite,73.82,75.36,74.76,81.14,72.97,75.55
2025-01-26,Llama-34B,100.24,107.19,99.62,99.84,108.77,103.62
2025-01-26,Grok-34B,91.15,87.9,87.95,86.74,100.44,87.92
2025-01-26,Falcon-70B,70.03,73.91,65.82,73.0,74.1,65.33
2025-01-26,Falcon-70B,84.36,82.05,76.25,89.26,90.02,77.44
2025-01-26,PaLM-175B-Ultra,86.45,79.61,77.46,81.06,83.49,83.17
2025-01-26,Gemini-34B,85.58,92.54,88.71,77.82,89.21,87.23
2025-01-26,Llama-70B,89.78,84.65,94.1,91.23,90.53,85.17
2025-01-26,Gemini-34B,83.61,85.37,75.33,76.37,83.47,89.44
2025-01-26,Gemini-34B-Pro,69.87,66.43,62.96,73.84,67.52,69.14
2025-01-26,PaLM-7B-XL,99.85,91.54,101.14,102.36,104.88,110.39
2025-01-26,Bloom-7B,94.18,90.57,87.36,86.87,91.54,93.51
2025-01-26,Gemini-7B-Ultra,82.57,79.2,74.72,89.34,88.98,80.97
2025-01-26,Claude-70B,99.39,100.46,95.7,103.24,94.54,105.28
2025-01-26,Gemini-70B,74.21,72.85,67.7,69.76,78.96,73.11
2025-01-26,PaLM-7B-Max,86.68,78.97,86.08,90.3,84.13,87.77
2025-01-26,Gemini-70B,102.66,95.46,97.95,101.09,100.19,109.84
2025-01-26,Claude-13B,69.24,73.37,67.06,62.4,65.37,71.02
2025-01-26,Gemini-13B,84.26,92.29,75.85,78.52,79.49,86.14
2025-02-25,Bloom-34B-Elite,78.29,77.68,80.21,83.57,76.0,81.47
2025-02-25,Grok-13B-Elite,72.57,69.35,77.61,72.77,74.99,76.67
2025-02-25,Llama-34B,84.13,77.99,77.08,76.29,89.48,92.47
2025-02-25,Grok-34B,75.9,75.4,77.51,82.54,71.62,79.82
2025-02-25,Falcon-70B,81.43,77.13,82.77,82.96,85.54,73.44
2025-02-25,Falcon-70B,82.36,80.02,87.62,81.45,76.7,75.82
2025-02-25,PaLM-175B-Ultra,83.89,91.99,75.61,83.41,86.29,89.72
2025-02-25,Gemini-34B,77.1,80.41,73.11,71.84,69.58,84.73
2025-02-25,Llama-70B,96.89,95.65,101.01,103.2,105.36,103.25
2025-02-25,Gemini-34B,86.25,87.81,81.72,80.78,76.25,91.81
2025-02-25,Gemini-34B-Pro,104.57,109.16,106.02,103.32,95.24,93.62
2025-02-25,PaLM-7B-XL,85.65,93.79,79.87,79.94,77.79,88.64
2025-02-25,Bloom-7B,99.1,94.96,102.85,97.0,106.46,102.31
2025-02-25,Gemini-7B-Ultra,95.97,99.18,90.0,106.05,87.84,90.56
2025-02-25,Claude-70B,96.95,97.47,97.73,103.12,100.46,106.91
2025-02-25,Gemini-70B,98.34,94.32,103.82,94.01,108.19,103.59
2025-02-25,PaLM-7B-Max,92.23,90.69,86.71,90.94,81.95,95.65
2025-02-25,Gemini-70B,102.42,93.29,103.22,96.27,106.41,95.97
2025-02-25,Claude-13B,102.2,97.04,110.85,97.71,105.96,110.76
2025-02-25,Gemini-13B,71.7,72.55,67.63,72.09,68.69,67.05
2025-03-27,Bloom-34B-Elite,104.71,106.89,101.05,113.47,108.8,99.86
2025-03-27,Grok-13B-Elite,91.07,87.28,87.34,83.14,91.18,94.48
2025-03-27,Llama-34B,99.08,96.12,94.33,93.04,95.08,101.2
2025-03-27,Grok-34B,77.83,79.1,78.46,71.11,85.88,79.9
2025-03-27,Falcon-70B,96.94,97.91,104.58,91.51,99.68,96.32
2025-03-27,Falcon-70B,73.52,73.31,81.38,68.61,76.04,67.36
2025-03-27,PaLM-175B-Ultra,104.18,99.97,104.56,108.43,98.3,98.17
2025-03-27,Gemini-34B,107.78,102.15,102.27,112.08,109.5,117.75
2025-03-27,Llama-70B,108.86,118.76,110.31,112.91,113.28,106.09
2025-03-27,Gemini-34B,113.14,110.27,110.46,120.36,110.76,118.48
2025-03-27,Gemini-34B-Pro,96.23,103.86,87.29,96.01,87.06,85.77
2025-03-27,PaLM-7B-XL,93.68,98.03,88.9,85.35,88.58,99.9
2025-03-27,Bloom-7B,101.37,96.9,99.25,99.72,98.89,98.02
2025-03-27,Gemini-7B-Ultra,110.47,107.58,110.37,110.8,110.91,114.07
2025-03-27,Claude-70B,108.68,107.97,111.56,100.78,112.48,101.11
2025-03-27,Gemini-70B,78.03,79.18,72.03,70.61,76.12,74.49
2025-03-27,PaLM-7B-Max,75.44,70.64,83.4,76.26,76.24,78.88
2025-03-27,Gemini-70B,77.25,82.98,78.27,78.97,70.44,79.81
2025-03-27,Claude-13B,85.55,80.26,85.39,90.51,80.8,86.64
2025-03-27,Gemini-13B,102.73,111.39,109.28,100.53,107.4,109.82
